PERIODO;PM10
2023-12-19 21;71.82
2023-12-19 22;69.37
2023-12-19 23;78.76
2023-12-20 00;69.01
2023-12-20 01;69.94
2023-12-20 02;88.62
2023-12-20 03;50.73
2023-12-20 04;45.62
2023-12-20 05;68.64
2023-12-20 06;81.53
2023-12-20 07;63.14
2023-12-20 08;71.9
2023-12-20 09;80.16
2023-12-20 10;88.5
2023-12-20 11;78.58
2023-12-20 12;102.42
2023-12-20 13;138.12
2023-12-20 14;128.69
2023-12-20 15;143.28
2023-12-20 16;177.65
2023-12-20 17;121.1
2023-12-20 18;80.92
2023-12-20 19;77.87
2023-12-20 20;58.45
2023-12-20 21;53.11
2023-12-20 22;56.04
2023-12-20 23;67.56
2023-12-21 00;72.82
2023-12-21 01;150.47
2023-12-21 02;56.39
2023-12-21 03;80.61
2023-12-21 04;90.79
2023-12-21 05;86.68
2023-12-21 06;142.43
2023-12-21 07;152.33
2023-12-21 08;150.98
2023-12-21 09;149.31
2023-12-21 10;139.43
2023-12-21 11;124.56
2023-12-21 12;126.56
2023-12-21 13;115.39
2023-12-21 14;123.99
2023-12-21 15;107.44
2023-12-21 16;128.74
2023-12-21 17;125.19
2023-12-21 18;101.83
2023-12-21 19;147.1
2023-12-21 20;130.01
2023-12-21 21;146.93
2023-12-21 22;77.3
2023-12-21 23;125.12
2023-12-22 00;107.68
2023-12-22 01;163.51
2023-12-22 02;100.87
2023-12-22 03;54.77
2023-12-22 04;61.9
2023-12-22 05;173.73
2023-12-22 06;157.43
2023-12-22 07;111.53
2023-12-22 08;143.25
2023-12-22 09;151.88
2023-12-22 10;146.25
2023-12-22 11;154.38
2023-12-22 12;171.1
2023-12-22 13;147.14
2023-12-22 14;172.69
2023-12-22 15;177.05
2023-12-22 16;130.88
2023-12-22 17;98.75
2023-12-22 18;75.62
2023-12-22 19;86.64
2023-12-22 20;93.42
2023-12-22 21;79.57
2023-12-22 22;117.1
2023-12-22 23;68.78
2023-12-23 00;101.39
2023-12-23 01;106.95
2023-12-23 02;107.19
2023-12-23 03;96.05
2023-12-23 04;144.47
2023-12-23 05;97.17
2023-12-23 06;100.02
2023-12-23 07;123.67
2023-12-23 08;111.6
2023-12-23 09;156.95
2023-12-23 10;134.67
2023-12-23 11;148.61
2023-12-23 12;123.78
2023-12-23 13;128.57
2023-12-23 14;77.67
2023-12-23 15;97.1
2023-12-23 16;83.29
2023-12-23 17;86.24
2023-12-23 18;82.24
2023-12-23 19;105.53
2023-12-23 20;85.28
2023-12-23 21;103.06
2023-12-23 22;75.13
2023-12-23 23;145.77
2023-12-24 00;126.5
2023-12-24 01;168.62
2023-12-24 02;59.73
2023-12-24 03;103.03
2023-12-24 04;221.93
2023-12-24 05;135.52
2023-12-24 06;143.53
2023-12-24 07;102.37
2023-12-24 08;135.67
2023-12-24 09;101.8
2023-12-24 10;84.5
2023-12-24 11;98.7
2023-12-24 12;104.7
2023-12-24 13;95.19
2023-12-24 14;99.54
2023-12-24 15;73.12
2023-12-24 16;79.92
2023-12-24 17;91.92
2023-12-24 18;98.29
2023-12-24 19;106.32
2023-12-24 20;102.16
2023-12-24 21;107.39
2023-12-24 22;104.47
2023-12-24 23;97.76
2023-12-25 00;124.83
2023-12-25 01;94.06
2023-12-25 02;73.88
2023-12-25 03;106.59
2023-12-25 04;78.33
2023-12-25 05;87.67
2023-12-25 06;96.07
2023-12-25 07;60.02
2023-12-25 08;94
2023-12-25 09;88.47
2023-12-25 10;84.8
2023-12-25 11;74.21
2023-12-25 12;77.69
2023-12-25 13;67.52
2023-12-25 14;58.03
2023-12-25 15;61.53
2023-12-25 16;57.86
2023-12-25 17;57.4
2023-12-25 18;46.19
2023-12-25 19;56.38
2023-12-25 20;75.96
2023-12-25 21;71.97
2023-12-25 22;77.21
2023-12-25 23;86.26
2023-12-26 00;69.54
2023-12-26 01;43.19
2023-12-26 02;35.61
2023-12-26 03;26.16
2023-12-26 04;65.91
2023-12-26 05;95.83
2023-12-26 06;131.96
2023-12-26 07;134.89
2023-12-26 08;114.85
2023-12-26 09;99.33
2023-12-26 10;88.32
2023-12-26 11;95.62
2023-12-26 12;119.69
2023-12-26 13;104.47
2023-12-26 14;85.02
2023-12-26 15;91.83
2023-12-26 16;93.03
2023-12-26 17;79.72
2023-12-26 18;95.58
2023-12-26 19;83.94
2023-12-26 20;94.63
2023-12-26 21;108.66
2023-12-26 22;108.47
2023-12-26 23;78.52
2023-12-27 00;87.33
2023-12-27 01;62.38
2023-12-27 02;69.56
2023-12-27 03;55.84
2023-12-27 04;31.3
2023-12-27 05;73.18
2023-12-27 06;80.01
2023-12-27 07;100.46
2023-12-27 08;110.28
2023-12-27 09;125.71
2023-12-27 10;97.59
2023-12-27 11;95.53
2023-12-27 12;96.31
2023-12-27 13;122.12
2023-12-27 14;99.94
2023-12-27 15;69.04
2023-12-27 16;85.68
2023-12-27 17;71.72
2023-12-27 18;62.53
2023-12-27 19;69.65
2023-12-27 20;87.6
2023-12-27 21;101.98
2023-12-27 22;63.72
2023-12-27 23;42.98
2023-12-28 00;39.53
2023-12-28 01;87.41
2023-12-28 02;122.53
2023-12-28 03;67.47
2023-12-28 04;117.48
2023-12-28 05;54.05
2023-12-28 06;130.46
2023-12-28 07;112.9
2023-12-28 08;118.67
2023-12-28 09;100.85
2023-12-28 10;
2023-12-28 11;
2023-12-28 12;122.69
2023-12-28 13;95.21
2023-12-28 14;77.53
2023-12-28 15;82.47
2023-12-28 16;93.22
2023-12-28 17;84.15
2023-12-28 18;101.11
2023-12-28 19;122.95
2023-12-28 20;139.8
2023-12-28 21;129.32
2023-12-28 22;131.93
2023-12-28 23;103.48
2023-12-29 00;96.44
2023-12-29 01;80.04
2023-12-29 02;76.55
2023-12-29 03;70.71
2023-12-29 04;44.87
2023-12-29 05;83.94
2023-12-29 06;57.92
2023-12-29 07;155.16
2023-12-29 08;228.04
2023-12-29 09;192.1
2023-12-29 10;128.68
2023-12-29 11;112.78
2023-12-29 12;103.72
2023-12-29 13;99.15
2023-12-29 14;124.73
2023-12-29 15;112.28
2023-12-29 16;120.6
2023-12-29 17;91.47
2023-12-29 18;115.62
2023-12-29 19;137.72
2023-12-29 20;129.67
2023-12-29 21;119.41
2023-12-29 22;89.38
2023-12-29 23;94.7
2023-12-30 00;118.97
2023-12-30 01;99.64
2023-12-30 02;69.32
2023-12-30 03;96.04
2023-12-30 04;73.63
2023-12-30 05;92.67
2023-12-30 06;129.31
2023-12-30 07;171.48
2023-12-30 08;238.99
2023-12-30 09;184.26
2023-12-30 10;129.7
2023-12-30 11;144.02
2023-12-30 12;117.18
2023-12-30 13;92.61
2023-12-30 14;84.78
2023-12-30 15;100.41
2023-12-30 16;109.34
2023-12-30 17;113.56
2023-12-30 18;116.03
2023-12-30 19;68.53
2023-12-30 20;107.98
2023-12-30 21;68.03
2023-12-30 22;118.05
2023-12-30 23;65.02
2023-12-31 00;89.83
2023-12-31 01;76.52
2023-12-31 02;72.58
2023-12-31 03;103.47
2023-12-31 04;89.92
2023-12-31 05;64.27
2023-12-31 06;93.85
2023-12-31 07;119.94
2023-12-31 08;97.06
2023-12-31 09;92.38
2023-12-31 10;104.12
2023-12-31 11;102.8
2023-12-31 12;89.73
2023-12-31 13;76.85
2023-12-31 14;74.34
2023-12-31 15;66.29
2023-12-31 16;64.88
2023-12-31 17;68.86
2023-12-31 18;64.14
2023-12-31 19;73.25
2023-12-31 20;79
2023-12-31 21;82.48
2023-12-31 22;97.33
2023-12-31 23;89.45
2024-01-01 00;137.58
2024-01-01 01;143.69
2024-01-01 02;117.6
2024-01-01 03;102.58
2024-01-01 04;99.06
2024-01-01 05;94.92
2024-01-01 06;83.28
2024-01-01 07;72.24
2024-01-01 08;76.14
2024-01-01 09;66.51
2024-01-01 10;66.24
2024-01-01 11;69.33
2024-01-01 12;73.19
2024-01-01 13;58.55
2024-01-01 14;60.63
2024-01-01 15;50.85
2024-01-01 16;51.23
2024-01-01 17;54.31
2024-01-01 18;63.69
2024-01-01 19;81.03
2024-01-01 20;79.77
2024-01-01 21;88.39
2024-01-01 22;61.69
2024-01-01 23;62.76
2024-01-02 00;57.02
2024-01-02 01;49.09
2024-01-02 02;50.61
2024-01-02 03;56.09
2024-01-02 04;72.72
2024-01-02 05;56.34
2024-01-02 06;97.63
2024-01-02 07;101.3
2024-01-02 08;127.66
2024-01-02 09;112.62
2024-01-02 10;105.08
2024-01-02 11;120.54
2024-01-02 12;100.88
2024-01-02 13;74.45
2024-01-02 14;82.05
2024-01-02 15;106.11
2024-01-02 16;82.12
2024-01-02 17;107.58
2024-01-02 18;118.26
2024-01-02 19;117.27
2024-01-02 20;105.26
2024-01-02 21;82.81
2024-01-02 22;62.53
2024-01-02 23;57.09
2024-01-03 00;59.61
2024-01-03 01;51.12
2024-01-03 02;66.19
2024-01-03 03;59.02
2024-01-03 04;65.11
2024-01-03 05;56.71
2024-01-03 06;69.68
2024-01-03 07;68.38
2024-01-03 08;105.42
2024-01-03 09;78.31
2024-01-03 10;88.62
2024-01-03 11;97.4
2024-01-03 12;93.47
2024-01-03 13;104.44
2024-01-03 14;135.22
2024-01-03 15;109.8
2024-01-03 16;107.3
2024-01-03 17;72.53
2024-01-03 18;74.41
2024-01-03 19;81.2
2024-01-03 20;56.35
2024-01-03 21;119.46
2024-01-03 22;50.08
2024-01-03 23;88.42
2024-01-04 00;116.58
2024-01-04 01;74.05
2024-01-04 02;103.43
2024-01-04 03;91.49
2024-01-04 04;86.07
2024-01-04 05;40.07
2024-01-04 06;125.24
2024-01-04 07;180.72
2024-01-04 08;102.45
2024-01-04 09;127.22
2024-01-04 10;111.03
2024-01-04 11;115.25
2024-01-04 12;111.83
2024-01-04 13;89.76
2024-01-04 14;98.28
2024-01-04 15;94.18
2024-01-04 16;102.65
2024-01-04 17;80.62
2024-01-04 18;104.7
2024-01-04 19;93.33
2024-01-04 20;105.25
2024-01-04 21;90.22
2024-01-04 22;85.41
2024-01-04 23;66.78
2024-01-05 00;84.57
2024-01-05 01;70.42
2024-01-05 02;66.61
2024-01-05 03;74.84
2024-01-05 04;102.08
2024-01-05 05;115.75
2024-01-05 06;139.49
2024-01-05 07;167.8
2024-01-05 08;155.96
2024-01-05 09;133.07
2024-01-05 10;
2024-01-05 11;
2024-01-05 12;
2024-01-05 13;
2024-01-05 14;
2024-01-05 15;
2024-01-05 16;
2024-01-05 17;
2024-01-05 18;
2024-01-05 19;
2024-01-05 20;
2024-01-05 21;
2024-01-05 22;
2024-01-05 23;
2024-01-06 00;
2024-01-06 01;
2024-01-06 02;
2024-01-06 03;
2024-01-06 04;
2024-01-06 05;
2024-01-06 06;
2024-01-06 07;
2024-01-06 08;
2024-01-06 09;
2024-01-06 10;
2024-01-06 11;
2024-01-06 12;
2024-01-06 13;
2024-01-06 14;
2024-01-06 15;
2024-01-06 16;
2024-01-06 17;
2024-01-06 18;
2024-01-06 19;
2024-01-06 20;
2024-01-06 21;
2024-01-06 22;
2024-01-06 23;
2024-01-07 00;
2024-01-07 01;
2024-01-07 02;
2024-01-07 03;
2024-01-07 04;
2024-01-07 05;
2024-01-07 06;
2024-01-07 07;
2024-01-07 08;
2024-01-07 09;
2024-01-07 10;
2024-01-07 11;
2024-01-07 12;
2024-01-07 13;
2024-01-07 14;
2024-01-07 15;
2024-01-07 16;
2024-01-07 17;
2024-01-07 18;
2024-01-07 19;
2024-01-07 20;
2024-01-07 21;
2024-01-07 22;
2024-01-07 23;
2024-01-08 00;
2024-01-08 01;
2024-01-08 02;
2024-01-08 03;
2024-01-08 04;
2024-01-08 05;
2024-01-08 06;
2024-01-08 07;
2024-01-08 08;
2024-01-08 09;
2024-01-08 10;
2024-01-08 11;
2024-01-08 12;
2024-01-08 13;
2024-01-08 14;
2024-01-08 15;
2024-01-08 16;
2024-01-08 17;
2024-01-08 18;
2024-01-08 19;
2024-01-08 20;
2024-01-08 21;
2024-01-08 22;
2024-01-08 23;
2024-01-09 00;
2024-01-09 01;
2024-01-09 02;
2024-01-09 03;
2024-01-09 04;
2024-01-09 05;
2024-01-09 06;
2024-01-09 07;
2024-01-09 08;
2024-01-09 09;
2024-01-09 10;
2024-01-09 11;
2024-01-09 12;
2024-01-09 13;
2024-01-09 14;
2024-01-09 15;
2024-01-09 16;
2024-01-09 17;
2024-01-09 18;
2024-01-09 19;
2024-01-09 20;
2024-01-09 21;
2024-01-09 22;
2024-01-09 23;
2024-01-10 00;
2024-01-10 01;
2024-01-10 02;
2024-01-10 03;
2024-01-10 04;
2024-01-10 05;
2024-01-10 06;
2024-01-10 07;
2024-01-10 08;
2024-01-10 09;
2024-01-10 10;
2024-01-10 11;
2024-01-10 12;161.83
2024-01-10 13;132.23
2024-01-10 14;143.07
2024-01-10 15;165.78
2024-01-10 16;162.69
2024-01-10 17;139.92
2024-01-10 18;125.42
2024-01-10 19;67.44
2024-01-10 20;68.67
2024-01-10 21;55.93
2024-01-10 22;64.37
2024-01-10 23;70.02
2024-01-11 00;51.46
2024-01-11 01;120
2024-01-11 02;80.83
2024-01-11 03;110.74
2024-01-11 04;94.12
2024-01-11 05;108.78
2024-01-11 06;137.85
2024-01-11 07;134.51
2024-01-11 08;141.53
2024-01-11 09;162.07
2024-01-11 10;158.71
2024-01-11 11;131.27
2024-01-11 12;142.77
2024-01-11 13;168.15
2024-01-11 14;157.88
2024-01-11 15;128.28
2024-01-11 16;117.96
2024-01-11 17;107.42
2024-01-11 18;79.67
2024-01-11 19;116.24
2024-01-11 20;103.48
2024-01-11 21;113.49
2024-01-11 22;74.58
2024-01-11 23;64.17
2024-01-12 00;125.64
2024-01-12 01;93.43
2024-01-12 02;87.04
2024-01-12 03;90.92
2024-01-12 04;93.76
2024-01-12 05;71.02
2024-01-12 06;72.13
2024-01-12 07;131.49
2024-01-12 08;209.85
2024-01-12 09;241.88
2024-01-12 10;127.33
2024-01-12 11;135.17
2024-01-12 12;161.34
2024-01-12 13;135.98
2024-01-12 14;115.58
2024-01-12 15;112.37
2024-01-12 16;123.14
2024-01-12 17;119.58
2024-01-12 18;91.43
2024-01-12 19;175.5
2024-01-12 20;96.17
2024-01-12 21;128.75
2024-01-12 22;164.29
2024-01-12 23;108.48
2024-01-13 00;116.01
2024-01-13 01;134.78
2024-01-13 02;106.75
2024-01-13 03;106.82
2024-01-13 04;57.83
2024-01-13 05;127.76
2024-01-13 06;60.7
2024-01-13 07;198.47
2024-01-13 08;200.46
2024-01-13 09;180.67
2024-01-13 10;132.71
2024-01-13 11;169.72
2024-01-13 12;217.12
2024-01-13 13;184.66
2024-01-13 14;117.42
2024-01-13 15;129.75
2024-01-13 16;173.76
2024-01-13 17;199.9
2024-01-13 18;152.32
2024-01-13 19;177.42
2024-01-13 20;105.5
2024-01-13 21;73.33
2024-01-13 22;120.47
2024-01-13 23;114.34
2024-01-14 00;125.16
2024-01-14 01;110.38
2024-01-14 02;97.21
2024-01-14 03;120.74
2024-01-14 04;128.24
2024-01-14 05;59.88
2024-01-14 06;153.31
2024-01-14 07;123.64
2024-01-14 08;150.98
2024-01-14 09;124.13
2024-01-14 10;118.76
2024-01-14 11;118.28
2024-01-14 12;115.57
2024-01-14 13;118.7
2024-01-14 14;131.87
2024-01-14 15;101.89
2024-01-14 16;86.23
2024-01-14 17;99.04
2024-01-14 18;81.59
2024-01-14 19;75.95
2024-01-14 20;79.6
2024-01-14 21;79.08
2024-01-14 22;65.43
2024-01-14 23;65.66
2024-01-15 00;72.42
2024-01-15 01;69.73
2024-01-15 02;38.32
2024-01-15 03;37.8
2024-01-15 04;40.42
2024-01-15 05;47.53
2024-01-15 06;50.45
2024-01-15 07;71
2024-01-15 08;85
2024-01-15 09;92.79
2024-01-15 10;104.8
2024-01-15 11;111.38
2024-01-15 12;140.68
2024-01-15 13;153.11
2024-01-15 14;151.17
2024-01-15 15;123.53
2024-01-15 16;115.9
2024-01-15 17;80.33
2024-01-15 18;94.48
2024-01-15 19;114.72
2024-01-15 20;133.35
2024-01-15 21;140.17
2024-01-15 22;141.38
2024-01-15 23;124.92
2024-01-16 00;116.03
2024-01-16 01;114.22
2024-01-16 02;132.91
2024-01-16 03;105.39
2024-01-16 04;115.47
2024-01-16 05;64.49
2024-01-16 06;125.72
2024-01-16 07;150.46
2024-01-16 08;245.53
2024-01-16 09;168.78
2024-01-16 10;
2024-01-16 11;
2024-01-16 12;
2024-01-16 13;141.68
2024-01-16 14;174.13
2024-01-16 15;130.44
2024-01-16 16;146.72
2024-01-16 17;77.66
2024-01-16 18;81.41
2024-01-16 19;77.48
2024-01-16 20;88.31
2024-01-16 21;109.72
2024-01-16 22;97.88
2024-01-16 23;90.48
2024-01-17 00;119.17
2024-01-17 01;101.44
2024-01-17 02;96.97
2024-01-17 03;97.92
2024-01-17 04;126.56
2024-01-17 05;122
2024-01-17 06;143.17
2024-01-17 07;133.58
2024-01-17 08;162.45
2024-01-17 09;159.8
2024-01-17 10;151.33
2024-01-17 11;152.45
2024-01-17 12;130.11
2024-01-17 13;113.05
2024-01-17 14;114.78
2024-01-17 15;116.67
2024-01-17 16;88.53
2024-01-17 17;90.34
2024-01-17 18;79.79
2024-01-17 19;140.82
2024-01-17 20;130.56
2024-01-17 21;120.23
2024-01-17 22;128.04
2024-01-17 23;100.88
2024-01-18 00;122.86
2024-01-18 01;141.37
2024-01-18 02;130.34
2024-01-18 03;107.03
2024-01-18 04;146.17
2024-01-18 05;119.37
2024-01-18 06;164.82
2024-01-18 07;121.53
2024-01-18 08;147.78
2024-01-18 09;140.47
2024-01-18 10;164.39
2024-01-18 11;150.53
2024-01-18 12;109.42
2024-01-18 13;123.65
2024-01-18 14;115.47
2024-01-18 15;106.21
2024-01-18 16;110.67
2024-01-18 17;68.57
2024-01-18 18;85.3
2024-01-18 19;98.25
2024-01-18 20;135.64
2024-01-18 21;157.82
2024-01-18 22;154.11
2024-01-18 23;99.73
2024-01-19 00;125.88
2024-01-19 01;77.34
2024-01-19 02;70.16
2024-01-19 03;105.47
2024-01-19 04;149.23
2024-01-19 05;142.62
2024-01-19 06;153.87
2024-01-19 07;94.93
2024-01-19 08;177.32
2024-01-19 09;161.31
2024-01-19 10;135.72
2024-01-19 11;139.92
2024-01-19 12;114.94
2024-01-19 13;104.78
2024-01-19 14;120.26
2024-01-19 15;117.68
2024-01-19 16;99.49
2024-01-19 17;101.03
2024-01-19 18;105.51
2024-01-19 19;117.21
2024-01-19 20;158.46
2024-01-19 21;150.6
2024-01-19 22;100.17
2024-01-19 23;96.39
2024-01-20 00;103.84
2024-01-20 01;80.67
2024-01-20 02;78
2024-01-20 03;91.66
2024-01-20 04;102.21
2024-01-20 05;110.16
2024-01-20 06;148.64
2024-01-20 07;199.54
2024-01-20 08;174.29
2024-01-20 09;162.48
2024-01-20 10;171.43
2024-01-20 11;109.37
2024-01-20 12;111.71
2024-01-20 13;120.14
2024-01-20 14;116.62
2024-01-20 15;96.03
2024-01-20 16;105.46
2024-01-20 17;118.7
2024-01-20 18;106.78
2024-01-20 19;124.57
2024-01-20 20;95.27
2024-01-20 21;128.49
2024-01-20 22;103.73
2024-01-20 23;145.34
2024-01-21 00;56.94
2024-01-21 01;78.97
2024-01-21 02;120.53
2024-01-21 03;125.71
2024-01-21 04;129.02
2024-01-21 05;94.31
2024-01-21 06;120.3
2024-01-21 07;125.24
2024-01-21 08;130.9
2024-01-21 09;165.52
2024-01-21 10;139.8
2024-01-21 11;120.78
2024-01-21 12;125.98
2024-01-21 13;140.12
2024-01-21 14;123.38
2024-01-21 15;116.71
2024-01-21 16;100.47
2024-01-21 17;90.23
2024-01-21 18;115.28
2024-01-21 19;105.82
2024-01-21 20;102.09
2024-01-21 21;81.85
2024-01-21 22;115.59
2024-01-21 23;58.64
2024-01-22 00;69.19
2024-01-22 01;104.42
2024-01-22 02;138.12
2024-01-22 03;97.06
2024-01-22 04;125.05
2024-01-22 05;95.22
2024-01-22 06;157.77
2024-01-22 07;199.43
2024-01-22 08;221.08
2024-01-22 09;185.57
2024-01-22 10;143.11
2024-01-22 11;147.83
2024-01-22 12;137.18
2024-01-22 13;118.09
2024-01-22 14;135.29
2024-01-22 15;125.42
2024-01-22 16;104.2
2024-01-22 17;68.96
2024-01-22 18;55.3
2024-01-22 19;49.72
2024-01-22 20;66.94
2024-01-22 21;87.26
2024-01-22 22;113.08
2024-01-22 23;94.51
2024-01-23 00;86.87
2024-01-23 01;99.84
2024-01-23 02;62.24
2024-01-23 03;100.88
2024-01-23 04;42.73
2024-01-23 05;146.91
2024-01-23 06;99.13
2024-01-23 07;139.81
2024-01-23 08;157.46
2024-01-23 09;132.69
2024-01-23 10;
2024-01-23 11;124.71
2024-01-23 12;138.18
2024-01-23 13;112.65
2024-01-23 14;107.17
2024-01-23 15;115.72
2024-01-23 16;102.07
2024-01-23 17;89.38
2024-01-23 18;105.47
2024-01-23 19;93.58
2024-01-23 20;104.18
2024-01-23 21;114.12
2024-01-23 22;114.84
2024-01-23 23;107.43
2024-01-24 00;95.48
2024-01-24 01;50.23
2024-01-24 02;140.98
2024-01-24 03;114.96
2024-01-24 04;80.72
2024-01-24 05;86.92
2024-01-24 06;149.64
2024-01-24 07;203.98
2024-01-24 08;168.22
2024-01-24 09;119.3
2024-01-24 10;122.62
2024-01-24 11;137.05
2024-01-24 12;117.85
2024-01-24 13;107.74
2024-01-24 14;98.9
2024-01-24 15;107.08
2024-01-24 16;84.64
2024-01-24 17;73.43
2024-01-24 18;60.38
2024-01-24 19;64.23
2024-01-24 20;58.55
2024-01-24 21;47.97
2024-01-24 22;57.81
2024-01-24 23;59.33
2024-01-25 00;67.82
2024-01-25 01;63.77
2024-01-25 02;72.92
2024-01-25 03;54.14
2024-01-25 04;71.6
2024-01-25 05;100.6
2024-01-25 06;55.54
2024-01-25 07;68.66
2024-01-25 08;56.34
2024-01-25 09;100.55
2024-01-25 10;111.98
2024-01-25 11;119.16
2024-01-25 12;80.67
2024-01-25 13;95.63
2024-01-25 14;99.47
2024-01-25 15;117.29
2024-01-25 16;134.16
2024-01-25 17;99.28
2024-01-25 18;89.25
2024-01-25 19;102.02
2024-01-25 20;130.79
2024-01-25 21;101.25
2024-01-25 22;130.21
2024-01-25 23;94.63
2024-01-26 00;113.27
2024-01-26 01;38.58
2024-01-26 02;68.72
2024-01-26 03;103.43
2024-01-26 04;124.4
2024-01-26 05;94.53
2024-01-26 06;64.28
2024-01-26 07;122.09
2024-01-26 08;112.37
2024-01-26 09;149.88
2024-01-26 10;107.77
2024-01-26 11;131.23
2024-01-26 12;145.22
2024-01-26 13;176.93
2024-01-26 14;193.32
2024-01-26 15;127.12
2024-01-26 16;138.58
2024-01-26 17;100.53
2024-01-26 18;70.83
2024-01-26 19;63.07
2024-01-26 20;49.81
2024-01-26 21;45.72
2024-01-26 22;50.88
2024-01-26 23;98.05
2024-01-27 00;120.23
2024-01-27 01;144.87
2024-01-27 02;73.29
2024-01-27 03;107.86
2024-01-27 04;127.75
2024-01-27 05;38.53
2024-01-27 06;74.29
2024-01-27 07;103.95
2024-01-27 08;131.26
2024-01-27 09;128.28
2024-01-27 10;96.89
2024-01-27 11;91.23
2024-01-27 12;83.65
2024-01-27 13;90.42
2024-01-27 14;121.25
2024-01-27 15;95.66
2024-01-27 16;80.88
2024-01-27 17;72.8
2024-01-27 18;44.98
2024-01-27 19;74.79
2024-01-27 20;85.35
2024-01-27 21;82.73
2024-01-27 22;108.18
2024-01-27 23;33.55
2024-01-28 00;387.37
2024-01-28 01;287.6
2024-01-28 02;118.08
2024-01-28 03;170.29
2024-01-28 04;368.17
2024-01-28 05;78.03
2024-01-28 06;164.52
2024-01-28 07;111.23
2024-01-28 08;55.34
2024-01-28 09;40.39
2024-01-28 10;69.52
2024-01-28 11;85.41
2024-01-28 12;71.75
2024-01-28 13;90.57
2024-01-28 14;106.14
2024-01-28 15;75.98
2024-01-28 16;44.75
2024-01-28 17;45.77
2024-01-28 18;51.46
2024-01-28 19;51.16
2024-01-28 20;56.09
2024-01-28 21;58.27
2024-01-28 22;93.28
2024-01-28 23;155.84
2024-01-29 00;149.3
2024-01-29 01;33.79
2024-01-29 02;61.18
2024-01-29 03;60.44
2024-01-29 04;54.81
2024-01-29 05;65.5
2024-01-29 06;103.22
2024-01-29 07;138.69
2024-01-29 08;109.92
2024-01-29 09;105.81
2024-01-29 10;114.53
2024-01-29 11;102.53
2024-01-29 12;99.59
2024-01-29 13;133.31
2024-01-29 14;134.18
2024-01-29 15;135.22
2024-01-29 16;98.82
2024-01-29 17;98.09
2024-01-29 18;68.94
2024-01-29 19;70.51
2024-01-29 20;82.15
2024-01-29 21;117.64
2024-01-29 22;129.17
2024-01-29 23;91.72
2024-01-30 00;92.6
2024-01-30 01;137.99
2024-01-30 02;102.4
2024-01-30 03;90.22
2024-01-30 04;100.36
2024-01-30 05;106.59
2024-01-30 06;86.57
2024-01-30 07;97.91
2024-01-30 08;131.68
2024-01-30 09;143.84
2024-01-30 10;105.45
2024-01-30 11;110.61
2024-01-30 12;132.19
2024-01-30 13;115.65
2024-01-30 14;138.34
2024-01-30 15;95.47
2024-01-30 16;99.57
2024-01-30 17;76.51
2024-01-30 18;76.58
2024-01-30 19;63.77
2024-01-30 20;96.31
2024-01-30 21;61.82
2024-01-30 22;62.42
2024-01-30 23;58.45
2024-01-31 00;59.23
2024-01-31 01;62.18
2024-01-31 02;67.05
2024-01-31 03;86.21
2024-01-31 04;84.92
2024-01-31 05;103.78
2024-01-31 06;117.91
2024-01-31 07;148.51
2024-01-31 08;147.46
2024-01-31 09;142.97
2024-01-31 10;143.1
2024-01-31 11;
2024-01-31 12;
2024-01-31 13;103.88
2024-01-31 14;102.26
2024-01-31 15;103.21
2024-01-31 16;112.2
2024-01-31 17;87.04
2024-01-31 18;112.02
2024-01-31 19;121.36
2024-01-31 20;125.47
2024-01-31 21;130.4
2024-01-31 22;97.19
2024-01-31 23;89.33
2024-02-01 00;101.42
2024-02-01 01;152.14
2024-02-01 02;59.54
2024-02-01 03;96.54
2024-02-01 04;77.7
2024-02-01 05;47.64
2024-02-01 06;151.21
2024-02-01 07;385.28
2024-02-01 08;353.09
2024-02-01 09;125.5
2024-02-01 10;126.45
2024-02-01 11;197.13
2024-02-01 12;120.87
2024-02-01 13;123.92
2024-02-01 14;132.74
2024-02-01 15;108.79
2024-02-01 16;109.3
2024-02-01 17;117.59
2024-02-01 18;129.57
2024-02-01 19;156.98
2024-02-01 20;114.38
2024-02-01 21;110.53
2024-02-01 22;126.48
2024-02-01 23;100.11
2024-02-02 00;94.58
2024-02-02 01;75.97
2024-02-02 02;96.12
2024-02-02 03;106.75
2024-02-02 04;100.8
2024-02-02 05;40.08
2024-02-02 06;146.44
2024-02-02 07;142.73
2024-02-02 08;190.51
2024-02-02 09;228.76
2024-02-02 10;132.4
2024-02-02 11;119.41
2024-02-02 12;97.52
2024-02-02 13;104.27
2024-02-02 14;93.59
2024-02-02 15;90.42
2024-02-02 16;88.11
2024-02-02 17;89.94
2024-02-02 18;87.75
2024-02-02 19;130.43
2024-02-02 20;124.75
2024-02-02 21;134.24
2024-02-02 22;120.02
2024-02-02 23;92.35
2024-02-03 00;72.47
2024-02-03 01;73.01
2024-02-03 02;61.02
2024-02-03 03;69.68
2024-02-03 04;85.74
2024-02-03 05;125.9
2024-02-03 06;96.71
2024-02-03 07;141.45
2024-02-03 08;171.52
2024-02-03 09;139.68
2024-02-03 10;115.25
2024-02-03 11;91.92
2024-02-03 12;85.64
2024-02-03 13;74
2024-02-03 14;78.05
2024-02-03 15;75.22
2024-02-03 16;66.2
2024-02-03 17;71.62
2024-02-03 18;76.38
2024-02-03 19;90.22
2024-02-03 20;101.26
2024-02-03 21;92.25
2024-02-03 22;68.83
2024-02-03 23;116.53
