PERIODO;PM10
2024-03-20 06;144.59
2024-03-20 07;137.62
2024-03-20 08;155.05
2024-03-20 09;104.42
2024-03-20 10;75.68
2024-03-20 11;70.55
2024-03-20 12;69.22
2024-03-20 13;61.23
2024-03-20 14;61.22
2024-03-20 15;61.08
2024-03-20 16;56.42
2024-03-20 17;60.02
2024-03-20 18;82.38
2024-03-20 19;93.67
2024-03-20 20;95.78
2024-03-20 21;101.9
2024-03-20 22;86.38
2024-03-20 23;90.93
2024-03-21 00;94.5
2024-03-21 01;94.84
2024-03-21 02;79.88
2024-03-21 03;84.56
2024-03-21 04;72.33
2024-03-21 05;106.76
2024-03-21 06;127.88
2024-03-21 07;125.45
2024-03-21 08;140.4
2024-03-21 09;120.72
2024-03-21 10;78.08
2024-03-21 11;77.78
2024-03-21 12;73.26
2024-03-21 13;57.76
2024-03-21 14;48.2
2024-03-21 15;52.5
2024-03-21 16;47.66
2024-03-21 17;61.14
2024-03-21 18;59.26
2024-03-21 19;72.04
2024-03-21 20;64.12
2024-03-21 21;77.68
2024-03-21 22;106.13
2024-03-21 23;33.34
2024-03-22 00;73.22
2024-03-22 01;69.59
2024-03-22 02;52.98
2024-03-22 03;74.24
2024-03-22 04;47.56
2024-03-22 05;66.46
2024-03-22 06;98.93
2024-03-22 07;115.62
2024-03-22 08;112.71
2024-03-22 09;100.95
2024-03-22 10;101.12
2024-03-22 11;78.15
2024-03-22 12;70.36
2024-03-22 13;64.33
2024-03-22 14;55.88
2024-03-22 15;55.42
2024-03-22 16;
2024-03-22 17;
2024-03-22 18;
2024-03-22 19;
2024-03-22 20;
2024-03-22 21;
2024-03-22 22;
2024-03-22 23;
2024-03-23 00;
2024-03-23 01;
2024-03-23 02;
2024-03-23 03;
2024-03-23 04;
2024-03-23 05;
2024-03-23 06;
2024-03-23 07;
2024-03-23 08;
2024-03-23 09;
2024-03-23 10;
2024-03-23 11;
2024-03-23 12;
2024-03-23 13;
2024-03-23 14;
2024-03-23 15;
2024-03-23 16;
2024-03-23 17;
2024-03-23 18;
2024-03-23 19;
2024-03-23 20;
2024-03-23 21;
2024-03-23 22;
2024-03-23 23;
2024-03-24 00;
2024-03-24 01;
2024-03-24 02;
2024-03-24 03;
2024-03-24 04;
2024-03-24 05;
2024-03-24 06;
2024-03-24 07;
2024-03-24 08;
2024-03-24 09;
2024-03-24 10;
2024-03-24 11;
2024-03-24 12;
2024-03-24 13;
2024-03-24 14;
2024-03-24 15;
2024-03-24 16;
2024-03-24 17;
2024-03-24 18;
2024-03-24 19;
2024-03-24 20;
2024-03-24 21;
2024-03-24 22;
2024-03-24 23;
2024-03-25 00;
2024-03-25 01;
2024-03-25 02;
2024-03-25 03;
2024-03-25 04;
2024-03-25 05;
2024-03-25 06;
2024-03-25 07;
2024-03-25 08;
2024-03-25 09;
2024-03-25 10;
2024-03-25 11;
2024-03-25 12;
2024-03-25 13;
2024-03-25 14;
2024-03-25 15;
2024-03-25 16;
2024-03-25 17;
2024-03-25 18;
2024-03-25 19;
2024-03-25 20;
2024-03-25 21;
2024-03-25 22;
2024-03-25 23;
2024-03-26 00;
2024-03-26 01;
2024-03-26 02;
2024-03-26 03;
2024-03-26 04;
2024-03-26 05;
2024-03-26 06;
2024-03-26 07;
2024-03-26 08;
2024-03-26 09;
2024-03-26 10;
2024-03-26 11;
2024-03-26 12;124.26
2024-03-26 13;159
2024-03-26 14;108.73
2024-03-26 15;96.74
2024-03-26 16;144.83
2024-03-26 17;112.37
2024-03-26 18;107.76
2024-03-26 19;112.12
2024-03-26 20;126.38
2024-03-26 21;91.98
2024-03-26 22;61.81
2024-03-26 23;112.36
2024-03-27 00;230.04
2024-03-27 01;155.98
2024-03-27 02;90.36
2024-03-27 03;118.42
2024-03-27 04;91.99
2024-03-27 05;48.62
2024-03-27 06;114.78
2024-03-27 07;111.59
2024-03-27 08;172.97
2024-03-27 09;117.25
2024-03-27 10;129.13
2024-03-27 11;186.25
2024-03-27 12;146.16
2024-03-27 13;181.32
2024-03-27 14;133.22
2024-03-27 15;109.38
2024-03-27 16;122.45
2024-03-27 17;135.06
2024-03-27 18;137.5
2024-03-27 19;127.13
2024-03-27 20;179.44
2024-03-27 21;158.84
2024-03-27 22;93.2
2024-03-27 23;132.66
2024-03-28 00;170.85
2024-03-28 01;125.8
2024-03-28 02;96.17
2024-03-28 03;101.92
2024-03-28 04;156.1
2024-03-28 05;112.15
2024-03-28 06;235.6
2024-03-28 07;274.08
2024-03-28 08;144.73
2024-03-28 09;123.19
2024-03-28 10;123.47
2024-03-28 11;170.28
2024-03-28 12;168.73
2024-03-28 13;138.91
2024-03-28 14;148.26
2024-03-28 15;113.3
2024-03-28 16;100.13
2024-03-28 17;89.58
2024-03-28 18;105.75
2024-03-28 19;114.16
2024-03-28 20;117.28
2024-03-28 21;85.31
2024-03-28 22;71.53
2024-03-28 23;97.28
2024-03-29 00;104.42
2024-03-29 01;52.3
2024-03-29 02;88.38
2024-03-29 03;98.54
2024-03-29 04;127.92
2024-03-29 05;153.31
2024-03-29 06;168.73
2024-03-29 07;187.62
2024-03-29 08;213.23
2024-03-29 09;157.77
2024-03-29 10;94.93
2024-03-29 11;93.89
2024-03-29 12;100.7
2024-03-29 13;91.47
2024-03-29 14;66.73
2024-03-29 15;76.71
2024-03-29 16;60.26
2024-03-29 17;82.22
2024-03-29 18;111.13
2024-03-29 19;93.59
2024-03-29 20;88.77
2024-03-29 21;80.86
2024-03-29 22;91.47
2024-03-29 23;122.09
2024-03-30 00;106.35
2024-03-30 01;48.73
2024-03-30 02;114.67
2024-03-30 03;139.37
2024-03-30 04;187.94
2024-03-30 05;233.55
2024-03-30 06;244.99
2024-03-30 07;451.61
2024-03-30 08;182.37
2024-03-30 09;86.04
2024-03-30 10;103.77
2024-03-30 11;119
2024-03-30 12;106.41
2024-03-30 13;75.72
2024-03-30 14;74.91
2024-03-30 15;60.62
2024-03-30 16;66.55
2024-03-30 17;56.87
2024-03-30 18;87.79
2024-03-30 19;125.44
2024-03-30 20;80.04
2024-03-30 21;100.59
2024-03-30 22;79.42
2024-03-30 23;118.99
2024-03-31 00;45.06
2024-03-31 01;134.81
2024-03-31 02;56.65
2024-03-31 03;63.98
2024-03-31 04;122.49
2024-03-31 05;39.42
2024-03-31 06;146.43
2024-03-31 07;195.82
2024-03-31 08;166.41
2024-03-31 09;93.26
2024-03-31 10;73.07
2024-03-31 11;66.85
2024-03-31 12;94.78
2024-03-31 13;105.85
2024-03-31 14;84.73
2024-03-31 15;99.58
2024-03-31 16;37.88
2024-03-31 17;56.86
2024-03-31 18;98.09
2024-03-31 19;83.47
2024-03-31 20;79.12
2024-03-31 21;59.62
2024-03-31 22;93.45
2024-03-31 23;71.55
2024-04-01 00;92.17
2024-04-01 01;134.89
2024-04-01 02;35.51
2024-04-01 03;90.13
2024-04-01 04;133.43
2024-04-01 05;139.71
2024-04-01 06;134.71
2024-04-01 07;80.62
2024-04-01 08;114.07
2024-04-01 09;123.94
2024-04-01 10;
2024-04-01 11;
2024-04-01 12;131.36
2024-04-01 13;117.62
2024-04-01 14;94.89
2024-04-01 15;104.66
2024-04-01 16;90.7
2024-04-01 17;86.47
2024-04-01 18;79.44
2024-04-01 19;109
2024-04-01 20;88.67
2024-04-01 21;100.12
2024-04-01 22;92.45
2024-04-01 23;101.32
2024-04-02 00;107.5
2024-04-02 01;98.85
2024-04-02 02;67.51
2024-04-02 03;36.73
2024-04-02 04;78.62
2024-04-02 05;58.6
2024-04-02 06;49.56
2024-04-02 07;74.37
2024-04-02 08;93.32
2024-04-02 09;96.53
2024-04-02 10;112.43
2024-04-02 11;128.29
2024-04-02 12;126.22
2024-04-02 13;146.27
2024-04-02 14;109.19
2024-04-02 15;88.86
2024-04-02 16;110.9
2024-04-02 17;78.76
2024-04-02 18;62.85
2024-04-02 19;85.03
2024-04-02 20;85.85
2024-04-02 21;87.03
2024-04-02 22;92.47
2024-04-02 23;108.31
2024-04-03 00;76.04
2024-04-03 01;70.25
2024-04-03 02;49.17
2024-04-03 03;75.27
2024-04-03 04;49.23
2024-04-03 05;60.82
2024-04-03 06;64.24
2024-04-03 07;82.58
2024-04-03 08;148.78
2024-04-03 09;128.12
2024-04-03 10;118.87
2024-04-03 11;111.03
2024-04-03 12;104.8
2024-04-03 13;154.78
2024-04-03 14;118.3
2024-04-03 15;89.19
2024-04-03 16;114.51
2024-04-03 17;82.84
2024-04-03 18;86.98
2024-04-03 19;136.48
2024-04-03 20;109.62
2024-04-03 21;113.27
2024-04-03 22;105.46
2024-04-03 23;103.55
2024-04-04 00;58.17
2024-04-04 01;60.32
2024-04-04 02;98.97
2024-04-04 03;70.91
2024-04-04 04;88.17
2024-04-04 05;95.13
2024-04-04 06;66.46
2024-04-04 07;146.16
2024-04-04 08;197.95
2024-04-04 09;142.02
2024-04-04 10;121.71
2024-04-04 11;133.86
2024-04-04 12;144.22
2024-04-04 13;141.91
2024-04-04 14;147
2024-04-04 15;121.96
2024-04-04 16;117.33
2024-04-04 17;91.59
2024-04-04 18;121.22
2024-04-04 19;125.87
2024-04-04 20;92.66
2024-04-04 21;108.15
2024-04-04 22;85.15
2024-04-04 23;104.58
2024-04-05 00;82.4
2024-04-05 01;77.68
2024-04-05 02;68.41
2024-04-05 03;100.01
2024-04-05 04;70.72
2024-04-05 05;54.41
2024-04-05 06;91.88
2024-04-05 07;101.12
2024-04-05 08;203.78
2024-04-05 09;147.43
2024-04-05 10;135.24
2024-04-05 11;109.36
2024-04-05 12;98.87
2024-04-05 13;129.24
2024-04-05 14;123.31
2024-04-05 15;97.73
2024-04-05 16;78.47
2024-04-05 17;122.33
2024-04-05 18;128.27
2024-04-05 19;101.92
2024-04-05 20;83.59
2024-04-05 21;105.17
2024-04-05 22;73.53
2024-04-05 23;93.33
2024-04-06 00;53.19
2024-04-06 01;46.87
2024-04-06 02;111.52
2024-04-06 03;122.62
2024-04-06 04;122.94
2024-04-06 05;122.72
2024-04-06 06;226.38
2024-04-06 07;142.04
2024-04-06 08;149.35
2024-04-06 09;133.84
2024-04-06 10;150.66
2024-04-06 11;112.96
2024-04-06 12;88.47
2024-04-06 13;121.47
2024-04-06 14;103.6
2024-04-06 15;84.15
2024-04-06 16;102.99
2024-04-06 17;95.92
2024-04-06 18;104.83
2024-04-06 19;100.17
2024-04-06 20;64.79
2024-04-06 21;67.67
2024-04-06 22;91.49
2024-04-06 23;99.58
2024-04-07 00;95.12
2024-04-07 01;74.06
2024-04-07 02;47.67
2024-04-07 03;87.69
2024-04-07 04;109.47
2024-04-07 05;81.69
2024-04-07 06;97.73
2024-04-07 07;148.66
2024-04-07 08;160.87
2024-04-07 09;106.79
2024-04-07 10;96.33
2024-04-07 11;106.75
2024-04-07 12;115.73
2024-04-07 13;98.26
2024-04-07 14;92.54
2024-04-07 15;47.77
2024-04-07 16;49.45
2024-04-07 17;45.9
2024-04-07 18;77.06
2024-04-07 19;67.86
2024-04-07 20;65.46
2024-04-07 21;66.54
2024-04-07 22;44.47
2024-04-07 23;85.81
2024-04-08 00;89.92
2024-04-08 01;103.43
2024-04-08 02;43.08
2024-04-08 03;61.25
2024-04-08 04;50.53
2024-04-08 05;59.98
2024-04-08 06;171.09
2024-04-08 07;232.4
2024-04-08 08;170.2
2024-04-08 09;114.52
2024-04-08 10;144.18
2024-04-08 11;104.21
2024-04-08 12;147.46
2024-04-08 13;102.75
2024-04-08 14;83.5
2024-04-08 15;83.58
2024-04-08 16;95.22
2024-04-08 17;56.27
2024-04-08 18;87.38
2024-04-08 19;96.88
2024-04-08 20;67.65
2024-04-08 21;75.83
2024-04-08 22;108.18
2024-04-08 23;81.44
2024-04-09 00;66.25
2024-04-09 01;67.01
2024-04-09 02;139.93
2024-04-09 03;63.59
2024-04-09 04;67.32
2024-04-09 05;94.25
2024-04-09 06;185.93
2024-04-09 07;256.94
2024-04-09 08;217.78
2024-04-09 09;161.69
2024-04-09 10;
2024-04-09 11;
2024-04-09 12;
2024-04-09 13;
2024-04-09 14;
2024-04-09 15;
2024-04-09 16;
2024-04-09 17;
2024-04-09 18;
2024-04-09 19;
2024-04-09 20;
2024-04-09 21;
2024-04-09 22;
2024-04-09 23;
2024-04-10 00;
2024-04-10 01;
2024-04-10 02;
2024-04-10 03;
2024-04-10 04;
2024-04-10 05;
2024-04-10 06;
2024-04-10 07;
2024-04-10 08;
2024-04-10 09;
2024-04-10 10;
2024-04-10 11;
2024-04-10 12;
2024-04-10 13;276.02
2024-04-10 14;304.43
2024-04-10 15;218.78
2024-04-10 16;208.12
2024-04-10 17;124.24
2024-04-10 18;191.23
2024-04-10 19;177.68
2024-04-10 20;175.02
2024-04-10 21;136.9
2024-04-10 22;141.63
2024-04-10 23;221.66
2024-04-11 00;160.71
2024-04-11 01;162.04
2024-04-11 02;249.87
2024-04-11 03;601.7
2024-04-11 04;392.85
2024-04-11 05;648.18
2024-04-11 06;1195.08
2024-04-11 07;938.88
2024-04-11 08;421.08
2024-04-11 09;390.31
2024-04-11 10;455.39
2024-04-11 11;372.11
2024-04-11 12;259.98
2024-04-11 13;240.72
2024-04-11 14;193.43
2024-04-11 15;222.62
2024-04-11 16;247.5
2024-04-11 17;263.73
2024-04-11 18;240.43
2024-04-11 19;142.94
2024-04-11 20;174.57
2024-04-11 21;203.17
2024-04-11 22;118.39
2024-04-11 23;182.65
2024-04-12 00;383.95
2024-04-12 01;242.21
2024-04-12 02;318.84
2024-04-12 03;425.52
2024-04-12 04;430.58
2024-04-12 05;641.37
2024-04-12 06;346.8
2024-04-12 07;154.33
2024-04-12 08;206.87
2024-04-12 09;199.22
2024-04-12 10;258.25
2024-04-12 11;215.71
2024-04-12 12;284.18
2024-04-12 13;552.12
2024-04-12 14;244.59
2024-04-12 15;260.39
2024-04-12 16;256.6
2024-04-12 17;224.8
2024-04-12 18;260.06
2024-04-12 19;209.21
2024-04-12 20;257.73
2024-04-12 21;219.23
2024-04-12 22;249.6
2024-04-12 23;258.77
2024-04-13 00;133.63
2024-04-13 01;123.67
2024-04-13 02;163.57
2024-04-13 03;137.81
2024-04-13 04;101.31
2024-04-13 05;161.08
2024-04-13 06;372.66
2024-04-13 07;215.34
2024-04-13 08;171.68
2024-04-13 09;209.65
2024-04-13 10;166.82
2024-04-13 11;158.75
2024-04-13 12;168.58
2024-04-13 13;210.1
2024-04-13 14;196.83
2024-04-13 15;143.36
2024-04-13 16;145.81
2024-04-13 17;159.19
2024-04-13 18;173.1
2024-04-13 19;176.07
2024-04-13 20;134.01
2024-04-13 21;196.85
2024-04-13 22;142.68
2024-04-13 23;104.56
2024-04-14 00;149.43
2024-04-14 01;136.88
2024-04-14 02;126.47
2024-04-14 03;145.2
2024-04-14 04;209.33
2024-04-14 05;605.52
2024-04-14 06;222.63
2024-04-14 07;169.24
2024-04-14 08;245.68
2024-04-14 09;149.79
2024-04-14 10;102.89
2024-04-14 11;103.3
2024-04-14 12;161.57
2024-04-14 13;140.08
2024-04-14 14;94.25
2024-04-14 15;150.18
2024-04-14 16;103.1
2024-04-14 17;87.25
2024-04-14 18;97.75
2024-04-14 19;144.44
2024-04-14 20;146.41
2024-04-14 21;119.36
2024-04-14 22;111.22
2024-04-14 23;146.65
2024-04-15 00;114.35
2024-04-15 01;193.1
2024-04-15 02;130.82
2024-04-15 03;289
2024-04-15 04;252.98
2024-04-15 05;197.72
2024-04-15 06;236.8
2024-04-15 07;190.42
2024-04-15 08;238.48
2024-04-15 09;162.87
2024-04-15 10;215.89
2024-04-15 11;204.02
2024-04-15 12;166.22
2024-04-15 13;166.73
2024-04-15 14;181.85
2024-04-15 15;157.12
2024-04-15 16;176.18
2024-04-15 17;197.92
2024-04-15 18;233.6
2024-04-15 19;216.49
2024-04-15 20;204.42
2024-04-15 21;218.24
2024-04-15 22;86.29
2024-04-15 23;83.43
2024-04-16 00;72.74
2024-04-16 01;87.61
2024-04-16 02;84.86
2024-04-16 03;66.15
2024-04-16 04;72.38
2024-04-16 05;134.01
2024-04-16 06;205.31
2024-04-16 07;282.11
2024-04-16 08;308.2
2024-04-16 09;303.39
2024-04-16 10;191.49
2024-04-16 11;263.38
2024-04-16 12;272.28
2024-04-16 13;273.22
2024-04-16 14;209.71
2024-04-16 15;181.62
2024-04-16 16;172.94
2024-04-16 17;181.58
2024-04-16 18;193.14
2024-04-16 19;155.52
2024-04-16 20;179.41
2024-04-16 21;217.27
2024-04-16 22;157.33
2024-04-16 23;93.63
2024-04-17 00;97.93
2024-04-17 01;287.08
2024-04-17 02;83.38
2024-04-17 03;76.53
2024-04-17 04;109.53
2024-04-17 05;259.75
2024-04-17 06;354.75
2024-04-17 07;370.3
2024-04-17 08;698.82
2024-04-17 09;374.06
2024-04-17 10;
2024-04-17 11;
2024-04-17 12;
2024-04-17 13;263.83
2024-04-17 14;205.4
2024-04-17 15;222.15
2024-04-17 16;192.49
2024-04-17 17;156.76
2024-04-17 18;112.38
2024-04-17 19;67.05
2024-04-17 20;108.71
2024-04-17 21;85.62
2024-04-17 22;125.03
2024-04-17 23;130.07
2024-04-18 00;59.82
2024-04-18 01;94.19
2024-04-18 02;158.47
2024-04-18 03;119.25
2024-04-18 04;99.74
2024-04-18 05;124.03
2024-04-18 06;125.4
2024-04-18 07;175.13
2024-04-18 08;219.15
2024-04-18 09;207.68
2024-04-18 10;172.72
2024-04-18 11;166.02
2024-04-18 12;175.15
2024-04-18 13;155.35
2024-04-18 14;147.55
2024-04-18 15;136.07
2024-04-18 16;144.07
2024-04-18 17;127.46
2024-04-18 18;130.66
2024-04-18 19;84.03
2024-04-18 20;113.16
2024-04-18 21;170.18
2024-04-18 22;207.88
2024-04-18 23;225.05
2024-04-19 00;300.63
2024-04-19 01;136.99
2024-04-19 02;100.44
2024-04-19 03;92.88
2024-04-19 04;138.56
2024-04-19 05;218.83
2024-04-19 06;176.14
2024-04-19 07;132.68
2024-04-19 08;341.36
2024-04-19 09;256.12
2024-04-19 10;194.91
2024-04-19 11;190.08
2024-04-19 12;220.12
2024-04-19 13;140.74
2024-04-19 14;172.43
2024-04-19 15;151.12
2024-04-19 16;130.52
2024-04-19 17;134.78
2024-04-19 18;145.93
2024-04-19 19;141.37
2024-04-19 20;111.52
2024-04-19 21;148.84
2024-04-19 22;141.25
2024-04-19 23;573.27
2024-04-20 00;702.51
2024-04-20 01;132.53
2024-04-20 02;300.64
2024-04-20 03;152.46
2024-04-20 04;138.36
2024-04-20 05;131.3
2024-04-20 06;116.47
2024-04-20 07;211.04
2024-04-20 08;268.96
2024-04-20 09;188.04
2024-04-20 10;175.42
2024-04-20 11;173.13
2024-04-20 12;191.81
2024-04-20 13;173.34
2024-04-20 14;172.03
2024-04-20 15;115.65
2024-04-20 16;124.25
2024-04-20 17;144.96
2024-04-20 18;139.32
2024-04-20 19;144.98
2024-04-20 20;158.39
2024-04-20 21;175.91
2024-04-20 22;160.7
2024-04-20 23;141.11
2024-04-21 00;139.28
2024-04-21 01;156.87
2024-04-21 02;173.76
2024-04-21 03;108.92
2024-04-21 04;99.08
2024-04-21 05;93.08
2024-04-21 06;71.48
2024-04-21 07;158.18
2024-04-21 08;125.57
2024-04-21 09;117.21
2024-04-21 10;107.17
2024-04-21 11;88.33
2024-04-21 12;93.09
2024-04-21 13;107.67
2024-04-21 14;89.83
2024-04-21 15;119.01
2024-04-21 16;90.23
2024-04-21 17;87.45
2024-04-21 18;73.09
2024-04-21 19;71.46
2024-04-21 20;135.64
2024-04-21 21;127.04
2024-04-21 22;165.6
2024-04-21 23;149.32
2024-04-22 00;162.54
2024-04-22 01;84.01
2024-04-22 02;84.78
2024-04-22 03;84.66
2024-04-22 04;102.06
2024-04-22 05;90.26
2024-04-22 06;66.88
2024-04-22 07;306.84
2024-04-22 08;297.98
2024-04-22 09;190.51
2024-04-22 10;151.35
2024-04-22 11;211.78
2024-04-22 12;228.44
2024-04-22 13;265
2024-04-22 14;255.93
2024-04-22 15;211.14
2024-04-22 16;158.25
2024-04-22 17;111.97
2024-04-22 18;199.04
2024-04-22 19;205.64
2024-04-22 20;198.99
2024-04-22 21;178.78
2024-04-22 22;126.58
2024-04-22 23;98.98
2024-04-23 00;107.73
2024-04-23 01;49.36
2024-04-23 02;133.37
2024-04-23 03;169.7
2024-04-23 04;82.2
2024-04-23 05;110.65
2024-04-23 06;156.36
2024-04-23 07;277.91
2024-04-23 08;198.88
2024-04-23 09;234.28
2024-04-23 10;228.34
2024-04-23 11;
2024-04-23 12;
2024-04-23 13;249.75
2024-04-23 14;246.87
2024-04-23 15;235.41
2024-04-23 16;240.3
2024-04-23 17;220.28
2024-04-23 18;198.72
2024-04-23 19;186.87
2024-04-23 20;74.84
2024-04-23 21;142.07
2024-04-23 22;91.54
2024-04-23 23;78.13
2024-04-24 00;71.04
2024-04-24 01;136.54
2024-04-24 02;96.47
2024-04-24 03;107.76
2024-04-24 04;112.82
2024-04-24 05;146.61
2024-04-24 06;168.45
2024-04-24 07;215.44
2024-04-24 08;260.28
2024-04-24 09;204.58
2024-04-24 10;241.78
2024-04-24 11;204.18
2024-04-24 12;228.52
2024-04-24 13;211.32
2024-04-24 14;224.92
2024-04-24 15;211.62
2024-04-24 16;163.84
2024-04-24 17;169.43
2024-04-24 18;145.46
2024-04-24 19;115.9
2024-04-24 20;131.39
2024-04-24 21;118.12
2024-04-24 22;106.47
2024-04-24 23;113.78
2024-04-25 00;110.57
2024-04-25 01;74.19
2024-04-25 02;125.31
2024-04-25 03;185.46
2024-04-25 04;157.76
2024-04-25 05;131.7
2024-04-25 06;178.03
2024-04-25 07;198.72
2024-04-25 08;198.88
2024-04-25 09;148.07
2024-04-25 10;173.99
2024-04-25 11;147.22
2024-04-25 12;152.17
2024-04-25 13;205.62
2024-04-25 14;153.85
2024-04-25 15;162.91
2024-04-25 16;139.71
2024-04-25 17;143.72
2024-04-25 18;85.31
2024-04-25 19;78.09
2024-04-25 20;96.95
2024-04-25 21;100.07
2024-04-25 22;119.44
2024-04-25 23;104.84
2024-04-26 00;168.66
2024-04-26 01;106.44
2024-04-26 02;193.77
2024-04-26 03;165.49
2024-04-26 04;113.31
2024-04-26 05;198.08
2024-04-26 06;299.09
2024-04-26 07;559.49
2024-04-26 08;376.85
2024-04-26 09;271.54
2024-04-26 10;262.51
2024-04-26 11;248.77
2024-04-26 12;222.07
2024-04-26 13;162.78
2024-04-26 14;123.54
2024-04-26 15;142.67
2024-04-26 16;201.9
2024-04-26 17;115.87
2024-04-26 18;182.58
2024-04-26 19;153.04
2024-04-26 20;182.28
2024-04-26 21;96.24
2024-04-26 22;128.91
2024-04-26 23;65.92
2024-04-27 00;144.34
2024-04-27 01;207.11
2024-04-27 02;172.92
2024-04-27 03;66.3
2024-04-27 04;87.39
2024-04-27 05;246.22
2024-04-27 06;291.09
2024-04-27 07;311.43
2024-04-27 08;518.82
2024-04-27 09;241.8
2024-04-27 10;160.68
2024-04-27 11;140.57
2024-04-27 12;160.52
2024-04-27 13;221.78
2024-04-27 14;162.85
2024-04-27 15;109.78
2024-04-27 16;126.94
2024-04-27 17;144.56
2024-04-27 18;125.67
2024-04-27 19;131.5
2024-04-27 20;131.52
2024-04-27 21;226.82
2024-04-27 22;302.04
2024-04-27 23;180.25
2024-04-28 00;107.35
2024-04-28 01;210.14
2024-04-28 02;123.31
2024-04-28 03;59.81
2024-04-28 04;107.66
2024-04-28 05;95.83
2024-04-28 06;192.93
2024-04-28 07;335.28
2024-04-28 08;496.15
2024-04-28 09;241.02
2024-04-28 10;189.89
2024-04-28 11;172.62
2024-04-28 12;173.41
2024-04-28 13;159.48
2024-04-28 14;83.27
2024-04-28 15;86.9
2024-04-28 16;86.44
2024-04-28 17;102.18
2024-04-28 18;80.94
2024-04-28 19;94.63
2024-04-28 20;76.06
2024-04-28 21;131.23
2024-04-28 22;152.71
2024-04-28 23;177.63
2024-04-29 00;137.53
2024-04-29 01;117.51
2024-04-29 02;100.08
2024-04-29 03;154.82
2024-04-29 04;201.21
2024-04-29 05;236.33
2024-04-29 06;248.82
2024-04-29 07;179.62
2024-04-29 08;317.52
2024-04-29 09;309.04
2024-04-29 10;269.83
2024-04-29 11;216.11
2024-04-29 12;187.63
2024-04-29 13;129.02
2024-04-29 14;133.62
2024-04-29 15;151.43
2024-04-29 16;158.74
2024-04-29 17;216.62
2024-04-29 18;161.39
2024-04-29 19;73.74
2024-04-29 20;289.46
2024-04-29 21;332.08
2024-04-29 22;273.92
2024-04-29 23;170.36
2024-04-30 00;70.45
2024-04-30 01;95.36
2024-04-30 02;79.18
2024-04-30 03;105.28
2024-04-30 04;73.65
2024-04-30 05;210.02
2024-04-30 06;262.72
2024-04-30 07;226.75
2024-04-30 08;233.88
2024-04-30 09;188.3
2024-04-30 10;215.08
2024-04-30 11;
2024-04-30 12;173.93
2024-04-30 13;209.4
2024-04-30 14;252.92
2024-04-30 15;187.78
2024-04-30 16;175.02
2024-04-30 17;171.8
2024-04-30 18;158.92
2024-04-30 19;132.07
2024-04-30 20;102.88
2024-04-30 21;147.15
2024-04-30 22;122.24
2024-04-30 23;144.45
2024-05-01 00;68.32
2024-05-01 01;131.57
2024-05-01 02;232.69
2024-05-01 03;244.74
2024-05-01 04;94.22
2024-05-01 05;109.5
2024-05-01 06;83.65
2024-05-01 07;94.82
2024-05-01 08;135.82
2024-05-01 09;160.4
2024-05-01 10;137.44
2024-05-01 11;125.11
2024-05-01 12;114.67
2024-05-01 13;153.89
2024-05-01 14;112.1
2024-05-01 15;116.89
2024-05-01 16;108.22
2024-05-01 17;115.08
2024-05-01 18;84.94
2024-05-01 19;85.43
2024-05-01 20;93.7
2024-05-01 21;131.5
2024-05-01 22;77.15
2024-05-01 23;100.08
2024-05-02 00;104.41
2024-05-02 01;132.1
2024-05-02 02;144.17
2024-05-02 03;162.92
2024-05-02 04;131.82
2024-05-02 05;133.36
2024-05-02 06;127.37
2024-05-02 07;156.05
2024-05-02 08;196.51
2024-05-02 09;201.77
2024-05-02 10;166.08
2024-05-02 11;156.44
2024-05-02 12;207.66
2024-05-02 13;184.87
2024-05-02 14;144.13
2024-05-02 15;138.03
2024-05-02 16;155.5
2024-05-02 17;151.02
2024-05-02 18;103.22
2024-05-02 19;88.76
2024-05-02 20;105.89
2024-05-02 21;122.08
2024-05-02 22;125.98
2024-05-02 23;110.17
2024-05-03 00;94.45
2024-05-03 01;84.23
2024-05-03 02;52.27
2024-05-03 03;48.51
2024-05-03 04;48.34
2024-05-03 05;38.02
2024-05-03 06;52.07
2024-05-03 07;80.78
2024-05-03 08;102.16
2024-05-03 09;99.61
2024-05-03 10;123.64
2024-05-03 11;122.52
2024-05-03 12;123.53
2024-05-03 13;143.55
2024-05-03 14;137.23
2024-05-03 15;126.15
2024-05-03 16;119.32
2024-05-03 17;133.43
2024-05-03 18;174.03
2024-05-03 19;152.58
2024-05-03 20;131.79
2024-05-03 21;105.02
2024-05-03 22;100.76
2024-05-03 23;128.28
2024-05-04 00;94.47
2024-05-04 01;134.75
2024-05-04 02;119.17
2024-05-04 03;127.2
2024-05-04 04;140.22
2024-05-04 05;85.2
2024-05-04 06;95.19
2024-05-04 07;161.4
2024-05-04 08;139.06
2024-05-04 09;119.14
2024-05-04 10;252.28
2024-05-04 11;176.49
2024-05-04 12;153.96
2024-05-04 13;107.33
2024-05-04 14;95.63
2024-05-04 15;110.56
2024-05-04 16;118.44
2024-05-04 17;142.18
2024-05-04 18;117.52
2024-05-04 19;66.75
2024-05-04 20;84.53
2024-05-04 21;136.02
2024-05-04 22;114.86
2024-05-04 23;132.04
2024-05-05 00;150.29
2024-05-05 01;154.52
2024-05-05 02;138.84
2024-05-05 03;202.68
2024-05-05 04;187.3
2024-05-05 05;118.05
2024-05-05 06;181.96
2024-05-05 07;244.91
