Nro;PERIODO;PM10
1852;2023-09-17 03;26.54
1853;2023-09-17 04;29.25
1854;2023-09-17 05;29.28
1855;2023-09-17 06;26.18
1856;2023-09-17 07;32.04
1857;2023-09-17 08;27.71
1858;2023-09-17 09;30.67
1859;2023-09-17 10;34.21
1860;2023-09-17 11;46.62
1861;2023-09-17 12;60.42
1862;2023-09-17 13;71.99
1863;2023-09-17 14;68.27
1864;2023-09-17 15;81.5
1865;2023-09-17 16;59.77
1866;2023-09-17 17;41.34
1867;2023-09-17 18;29.43
1868;2023-09-17 19;26.4
1869;2023-09-17 20;23.01
1870;2023-09-17 21;21.86
1871;2023-09-17 22;23.85
1872;2023-09-17 23;23.01
1873;2023-09-18 00;21.1
1874;2023-09-18 01;27.46
1875;2023-09-18 02;32.82
1876;2023-09-18 03;32.5
1877;2023-09-18 04;29.85
1878;2023-09-18 05;35.77
1879;2023-09-18 06;32.71
1880;2023-09-18 07;38.11
1881;2023-09-18 08;46.73
1882;2023-09-18 09;51.72
1883;2023-09-18 10;52.59
1884;2023-09-18 11;54.37
1885;2023-09-18 12;58.41
1886;2023-09-18 13;67.81
1887;2023-09-18 14;68.91
1888;2023-09-18 15;63.49
1889;2023-09-18 16;45.63
1890;2023-09-18 17;36.85
1891;2023-09-18 18;34.51
1892;2023-09-18 19;33.01
1893;2023-09-18 20;40.1
1894;2023-09-18 21;56.03
1895;2023-09-18 22;53.52
1896;2023-09-18 23;48.23
1897;2023-09-19 00;58.42
1898;2023-09-19 01;55.03
1899;2023-09-19 02;55.85
1900;2023-09-19 03;63.77
1901;2023-09-19 04;66.61
1902;2023-09-19 05;57.97
1903;2023-09-19 06;48.53
1904;2023-09-19 07;38.71
1905;2023-09-19 08;28.72
1906;2023-09-19 09;24.87
1907;2023-09-19 10;23.82
1908;2023-09-19 11;18.21
1909;2023-09-19 12;23.39
1910;2023-09-19 13;24.61
1911;2023-09-19 14;23.29
1912;2023-09-19 15;35.62
1913;2023-09-19 16;44.25
1914;2023-09-19 17;41.59
1915;2023-09-19 18;28.35
1916;2023-09-19 19;24.36
1917;2023-09-19 20;20.71
1918;2023-09-19 21;19.27
1919;2023-09-19 22;26.25
1920;2023-09-19 23;33.54
1921;2023-09-20 00;37.72
1922;2023-09-20 01;44.87
1923;2023-09-20 02;45.26
1924;2023-09-20 03;43.53
1925;2023-09-20 04;43.29
1926;2023-09-20 05;38.19
1927;2023-09-20 06;34.37
1928;2023-09-20 07;35.45
1929;2023-09-20 08;29.57
1930;2023-09-20 09;19.38
1931;2023-09-20 10;17.98
1932;2023-09-20 11;11.75
1933;2023-09-20 12;15.66
1934;2023-09-20 13;13.08
1935;2023-09-20 14;14
1936;2023-09-20 15;15.81
1937;2023-09-20 16;16.81
1938;2023-09-20 17;18.23
1939;2023-09-20 18;19.87
1940;2023-09-20 19;23.48
1941;2023-09-20 20;27.03
1942;2023-09-20 21;27.14
1943;2023-09-20 22;24.52
1944;2023-09-20 23;19.15
1945;2023-09-21 00;28.78
1946;2023-09-21 01;31.61
1947;2023-09-21 02;31.82
1948;2023-09-21 03;28.04
1949;2023-09-21 04;30.78
1950;2023-09-21 05;26.92
1951;2023-09-21 06;25.17
1952;2023-09-21 07;19.97
1953;2023-09-21 08;21.99
1954;2023-09-21 09;22.43
1955;2023-09-21 10;19.4
1956;2023-09-21 11;15.5
1957;2023-09-21 12;14.26
1958;2023-09-21 13;14.06
1959;2023-09-21 14;17.7
1960;2023-09-21 15;22.03
1961;2023-09-21 16;31.1
1962;2023-09-21 17;35.73
1963;2023-09-21 18;32.79
1964;2023-09-21 19;27.3
1965;2023-09-21 20;24.17
1966;2023-09-21 21;23.74
1967;2023-09-21 22;24.24
1968;2023-09-21 23;24.18
1969;2023-09-22 00;21.23
1970;2023-09-22 01;23.95
1971;2023-09-22 02;31.72
1972;2023-09-22 03;34.48
1973;2023-09-22 04;41.94
1974;2023-09-22 05;46.45
1975;2023-09-22 06;37.02
1976;2023-09-22 07;30.66
1977;2023-09-22 08;30.36
1978;2023-09-22 09;31.5
1979;2023-09-22 10;20.78
1980;2023-09-22 11;16.26
1981;2023-09-22 12;20.95
1982;2023-09-22 13;21.75
1983;2023-09-22 14;23.98
1984;2023-09-22 15;27.41
1985;2023-09-22 16;35.56
1986;2023-09-22 17;42.81
1987;2023-09-22 18;26.52
1988;2023-09-22 19;26.76
1989;2023-09-22 20;26.64
1990;2023-09-22 21;25.02
1991;2023-09-22 22;21.8
1992;2023-09-22 23;22.29
1993;2023-09-23 00;21.74
1994;2023-09-23 01;35.17
1995;2023-09-23 02;42.93
1996;2023-09-23 03;38.89
1997;2023-09-23 04;38.68
1998;2023-09-23 05;40.03
1999;2023-09-23 06;39.73
2000;2023-09-23 07;22.41
2001;2023-09-23 08;25.22
2002;2023-09-23 09;27.17
2003;2023-09-23 10;21.92
2004;2023-09-23 11;24.3
2005;2023-09-23 12;34.22
2006;2023-09-23 13;41.02
2007;2023-09-23 14;53.78
2008;2023-09-23 15;64.26
2009;2023-09-23 16;46.94
2010;2023-09-23 17;36.84
2011;2023-09-23 18;32.92
2012;2023-09-23 19;31.31
2013;2023-09-23 20;29.76
2014;2023-09-23 21;25.97
2015;2023-09-23 22;27.67
2016;2023-09-23 23;23.43
2017;2023-09-24 00;25.58
2018;2023-09-24 01;34.6
2019;2023-09-24 02;40.23
2020;2023-09-24 03;47.9
2021;2023-09-24 04;39.07
2022;2023-09-24 05;46.98
2023;2023-09-24 06;54.56
2024;2023-09-24 07;51.34
2025;2023-09-24 08;46.45
2026;2023-09-24 09;41.33
2027;2023-09-24 10;28.52
2028;2023-09-24 11;28.55
2029;2023-09-24 12;37.04
2030;2023-09-24 13;38.93
2031;2023-09-24 14;37.31
2032;2023-09-24 15;42.16
2033;2023-09-24 16;40.69
2034;2023-09-24 17;36.04
2035;2023-09-24 18;39.71
2036;2023-09-24 19;36.03
2037;2023-09-24 20;27.04
2038;2023-09-24 21;17.92
2039;2023-09-24 22;17.7
2040;2023-09-24 23;16.37
2041;2023-09-25 00;14.04
2042;2023-09-25 01;16.89
2043;2023-09-25 02;22.55
2044;2023-09-25 03;26.41
2045;2023-09-25 04;25.76
2046;2023-09-25 05;29.75
2047;2023-09-25 06;31.54
2048;2023-09-25 07;32.01
2049;2023-09-25 08;34.56
2050;2023-09-25 09;30.69
2051;2023-09-25 10;25.27
2052;2023-09-25 11;26.21
2053;2023-09-25 12;32.65
2054;2023-09-25 13;37.76
2055;2023-09-25 14;36.99
2056;2023-09-25 15;39.37
2057;2023-09-25 16;37.44
2058;2023-09-25 17;43.2
2059;2023-09-25 18;42.92
2060;2023-09-25 19;41.45
2061;2023-09-25 20;32.22
2062;2023-09-25 21;30.27
2063;2023-09-25 22;29.47
2064;2023-09-25 23;27.57
2065;2023-09-26 00;28.46
2066;2023-09-26 01;27.5
2067;2023-09-26 02;28.87
2068;2023-09-26 03;29.7
2069;2023-09-26 04;25.83
2070;2023-09-26 05;24.14
2071;2023-09-26 06;24.21
2072;2023-09-26 07;24.33
2073;2023-09-26 08;21.58
2074;2023-09-26 09;21.56
2075;2023-09-26 10;20.24
2076;2023-09-26 11;21.11
2077;2023-09-26 12;25.97
2078;2023-09-26 13;24.02
2079;2023-09-26 14;26.31
2080;2023-09-26 15;21.9
2081;2023-09-26 16;31.27
2082;2023-09-26 17;46.43
2083;2023-09-26 18;36.68
2084;2023-09-26 19;37.38
2085;2023-09-26 20;43.88
2086;2023-09-26 21;46.67
2087;2023-09-26 22;31.61
2088;2023-09-26 23;30.13
2089;2023-09-27 00;42.2
2090;2023-09-27 01;38.49
2091;2023-09-27 02;39.29
2092;2023-09-27 03;35.06
2093;2023-09-27 04;25.87
2094;2023-09-27 05;19.22
2095;2023-09-27 06;17.63
2096;2023-09-27 07;17.33
2097;2023-09-27 08;18.33
2098;2023-09-27 09;19.35
2099;2023-09-27 10;21.44
2100;2023-09-27 11;20.59
2101;2023-09-27 12;22.45
2102;2023-09-27 13;31.64
2103;2023-09-27 14;31.93
2104;2023-09-27 15;34.61
2105;2023-09-27 16;39.49
2106;2023-09-27 17;36.9
2107;2023-09-27 18;36.99
2108;2023-09-27 19;32.76
2109;2023-09-27 20;25.7
2110;2023-09-27 21;25.31
2111;2023-09-27 22;21.96
2112;2023-09-27 23;22.61
2113;2023-09-28 00;27.81
2114;2023-09-28 01;30.89
2115;2023-09-28 02;34.65
2116;2023-09-28 03;44.11
2117;2023-09-28 04;37.13
2118;2023-09-28 05;34.01
2119;2023-09-28 06;30.6
2120;2023-09-28 07;28.4
2121;2023-09-28 08;25.51
2122;2023-09-28 09;19.53
2123;2023-09-28 10;18.8
2124;2023-09-28 11;21.01
2125;2023-09-28 12;22.78
2126;2023-09-28 13;30.73
2127;2023-09-28 14;34.15
2128;2023-09-28 15;36.49
2129;2023-09-28 16;33.75
2130;2023-09-28 17;31.31
2131;2023-09-28 18;39.51
2132;2023-09-28 19;
2133;2023-09-28 20;
2134;2023-09-28 21;
2135;2023-09-28 22;
2136;2023-09-28 23;
2137;2023-09-29 00;
2138;2023-09-29 01;41.09
2139;2023-09-29 02;31.57
2140;2023-09-29 03;25.18
2141;2023-09-29 04;19.97
2142;2023-09-29 05;17.03
2143;2023-09-29 06;15.02
2144;2023-09-29 07;17.03
2145;2023-09-29 08;12.02
2146;2023-09-29 09;9.87
2147;2023-09-29 10;10.88
2148;2023-09-29 11;13.21
2149;2023-09-29 12;16.81
2150;2023-09-29 13;22.36
2151;2023-09-29 14;27.36
2152;2023-09-29 15;28.18
2153;2023-09-29 16;34
2154;2023-09-29 17;39.25
2155;2023-09-29 18;45.64
2156;2023-09-29 19;29.9
2157;2023-09-29 20;25.46
2158;2023-09-29 21;19.4
2159;2023-09-29 22;18.8
2160;2023-09-29 23;18.86
2161;2023-09-30 00;22.49
2162;2023-09-30 01;28.51
2163;2023-09-30 02;28.01
2164;2023-09-30 03;27.51
2165;2023-09-30 04;
2166;2023-09-30 05;
2167;2023-09-30 06;
2168;2023-09-30 07;
2169;2023-09-30 08;
2170;2023-09-30 09;
2171;2023-09-30 10;
2172;2023-09-30 11;
2173;2023-09-30 12;
2174;2023-09-30 13;
2175;2023-09-30 14;
2176;2023-09-30 15;
2177;2023-09-30 16;
2178;2023-09-30 17;45.58
2179;2023-09-30 18;35.8
2180;2023-09-30 19;27.17
2181;2023-09-30 20;22.51
2182;2023-09-30 21;17.35
2183;2023-09-30 22;22.58
2184;2023-09-30 23;21.67
2185;2023-10-01 00;24.64
2186;2023-10-01 01;36.38
2187;2023-10-01 02;37.82
2188;2023-10-01 03;37.2
2189;2023-10-01 04;31.86
2190;2023-10-01 05;24.8
2191;2023-10-01 06;27.43
2192;2023-10-01 07;33.45
2193;2023-10-01 08;35.3
2194;2023-10-01 09;36.28
2195;2023-10-01 10;31.49
2196;2023-10-01 11;28.38
2197;2023-10-01 12;26.35
2198;2023-10-01 13;27.95
2199;2023-10-01 14;40.67
2200;2023-10-01 15;43.39
2201;2023-10-01 16;48.71
2202;2023-10-01 17;44.55
2203;2023-10-01 18;31.37
2204;2023-10-01 19;21.54
2205;2023-10-01 20;18.03
2206;2023-10-01 21;15.33
2207;2023-10-01 22;14.18
2208;2023-10-01 23;14.79
2209;2023-10-02 00;24.51
2210;2023-10-02 01;32.32
2211;2023-10-02 02;33.73
2212;2023-10-02 03;39.64
2213;2023-10-02 04;36.9
2214;2023-10-02 05;34.56
2215;2023-10-02 06;32.06
2216;2023-10-02 07;29.91
2217;2023-10-02 08;28.11
2218;2023-10-02 09;26.13
2219;2023-10-02 10;20.49
2220;2023-10-02 11;29.18
2221;2023-10-02 12;34.28
2222;2023-10-02 13;39.38
2223;2023-10-02 14;38.42
2224;2023-10-02 15;44.47
2225;2023-10-02 16;48.38
2226;2023-10-02 17;42.92
2227;2023-10-02 18;35.15
2228;2023-10-02 19;29.61
2229;2023-10-02 20;23.91
2230;2023-10-02 21;19.72
2231;2023-10-02 22;19.82
2232;2023-10-02 23;23.48
2233;2023-10-03 00;21.12
2234;2023-10-03 01;28.66
2235;2023-10-03 02;33.36
2236;2023-10-03 03;36.51
2237;2023-10-03 04;29.56
2238;2023-10-03 05;28.33
2239;2023-10-03 06;27.51
2240;2023-10-03 07;24.15
2241;2023-10-03 08;16.73
2242;2023-10-03 09;12.95
2243;2023-10-03 10;11.09
2244;2023-10-03 11;15.82
2245;2023-10-03 12;23.07
2246;2023-10-03 13;31.67
2247;2023-10-03 14;45.89
2248;2023-10-03 15;48.58
2249;2023-10-03 16;40.72
2250;2023-10-03 17;43.4
2251;2023-10-03 18;42.38
2252;2023-10-03 19;37.18
2253;2023-10-03 20;28.27
2254;2023-10-03 21;24.94
2255;2023-10-03 22;23.06
2256;2023-10-03 23;36.72
2257;2023-10-04 00;32.74
2258;2023-10-04 01;40.42
2259;2023-10-04 02;45.47
2260;2023-10-04 03;39.63
2261;2023-10-04 04;36.53
2262;2023-10-04 05;36.72
2263;2023-10-04 06;30.93
2264;2023-10-04 07;38.42
2265;2023-10-04 08;37.22
2266;2023-10-04 09;37.64
2267;2023-10-04 10;41.52
2268;2023-10-04 11;46.37
2269;2023-10-04 12;44.91
2270;2023-10-04 13;45.5
2271;2023-10-04 14;46.12
2272;2023-10-04 15;46.09
2273;2023-10-04 16;41.79
2274;2023-10-04 17;40.51
2275;2023-10-04 18;42.88
2276;2023-10-04 19;42.02
2277;2023-10-04 20;34.92
2278;2023-10-04 21;28.24
2279;2023-10-04 22;35.85
2280;2023-10-04 23;30.34
2281;2023-10-05 00;21.53
2282;2023-10-05 01;28.23
2283;2023-10-05 02;34.79
2284;2023-10-05 03;50.47
2285;2023-10-05 04;51.28
2286;2023-10-05 05;51.83
2287;2023-10-05 06;54.07
2288;2023-10-05 07;39.04
2289;2023-10-05 08;32
2290;2023-10-05 09;20.94
2291;2023-10-05 10;16.11
2292;2023-10-05 11;13.84
2293;2023-10-05 12;15.69
2294;2023-10-05 13;15.8
2295;2023-10-05 14;27.13
2296;2023-10-05 15;48.43
2297;2023-10-05 16;43.79
2298;2023-10-05 17;40.14
2299;2023-10-05 18;37.65
2300;2023-10-05 19;27.76
2301;2023-10-05 20;23.43
2302;2023-10-05 21;22.13
2303;2023-10-05 22;18.62
2304;2023-10-05 23;19.43
2305;2023-10-06 00;22.38
2306;2023-10-06 01;27.89
2307;2023-10-06 02;35.19
2308;2023-10-06 03;50.32
2309;2023-10-06 04;56.3
2310;2023-10-06 05;50.82
2311;2023-10-06 06;46.41
2312;2023-10-06 07;39.19
2313;2023-10-06 08;32.33
2314;2023-10-06 09;18.78
2315;2023-10-06 10;17.3
2316;2023-10-06 11;18.68
2317;2023-10-06 12;28.09
2318;2023-10-06 13;35.6
2319;2023-10-06 14;33.84
2320;2023-10-06 15;33.62
2321;2023-10-06 16;39.91
2322;2023-10-06 17;37.45
2323;2023-10-06 18;32.51
2324;2023-10-06 19;26.61
2325;2023-10-06 20;23.71
2326;2023-10-06 21;23.38
2327;2023-10-06 22;21.74
2328;2023-10-06 23;27.11
2329;2023-10-07 00;36.4
2330;2023-10-07 01;33.76
2331;2023-10-07 02;31.7
2332;2023-10-07 03;31.58
2333;2023-10-07 04;29.11
2334;2023-10-07 05;29.94
2335;2023-10-07 06;27.6
2336;2023-10-07 07;21.7
2337;2023-10-07 08;22.12
2338;2023-10-07 09;14.59
2339;2023-10-07 10;10.89
2340;2023-10-07 11;12.07
2341;2023-10-07 12;16.64
2342;2023-10-07 13;22.18
2343;2023-10-07 14;25.99
2344;2023-10-07 15;30.9
2345;2023-10-07 16;34.13
2346;2023-10-07 17;35.97
2347;2023-10-07 18;30.69
2348;2023-10-07 19;27.62
2349;2023-10-07 20;24.9
2350;2023-10-07 21;25.84
2351;2023-10-07 22;34.73
2352;2023-10-07 23;37.91
2353;2023-10-08 00;31.64
2354;2023-10-08 01;29.46
2355;2023-10-08 02;32.33
2356;2023-10-08 03;40.14
2357;2023-10-08 04;37.92
2358;2023-10-08 05;32.89
2359;2023-10-08 06;40.08
2360;2023-10-08 07;38.19
2361;2023-10-08 08;28.55
2362;2023-10-08 09;18.87
2363;2023-10-08 10;18.11
2364;2023-10-08 11;25.9
2365;2023-10-08 12;31.15
2366;2023-10-08 13;27.69
2367;2023-10-08 14;28.11
2368;2023-10-08 15;32.38
2369;2023-10-08 16;36.99
2370;2023-10-08 17;30.5
2371;2023-10-08 18;31.84
2372;2023-10-08 19;29.27
2373;2023-10-08 20;21.46
2374;2023-10-08 21;24.55
2375;2023-10-08 22;20.69
2376;2023-10-08 23;18.83
2377;2023-10-09 00;21.77
2378;2023-10-09 01;29.2
2379;2023-10-09 02;31.3
2380;2023-10-09 03;26.18
2381;2023-10-09 04;24.72
2382;2023-10-09 05;25.75
2383;2023-10-09 06;25.74
2384;2023-10-09 07;27.17
2385;2023-10-09 08;31.08
2386;2023-10-09 09;32.61
2387;2023-10-09 10;32.49
2388;2023-10-09 11;35.94
2389;2023-10-09 12;42.49
2390;2023-10-09 13;75.66
2391;2023-10-09 14;56.42
2392;2023-10-09 15;39.13
2393;2023-10-09 16;35.27
2394;2023-10-09 17;34.54
2395;2023-10-09 18;32.08
2396;2023-10-09 19;29.41
2397;2023-10-09 20;24.57
2398;2023-10-09 21;29.03
2399;2023-10-09 22;38.89
2400;2023-10-09 23;35.06
2401;2023-10-10 00;35.25
2402;2023-10-10 01;35.84
2403;2023-10-10 02;31.58
2404;2023-10-10 03;30.67
2405;2023-10-10 04;27.96
2406;2023-10-10 05;25.18
2407;2023-10-10 06;17.82
2408;2023-10-10 07;15.92
2409;2023-10-10 08;12.7
2410;2023-10-10 09;6.703
2411;2023-10-10 10;8.87
2412;2023-10-10 11;12.09
2413;2023-10-10 12;19.66
2414;2023-10-10 13;25.99
2415;2023-10-10 14;27.61
2416;2023-10-10 15;42.57
2417;2023-10-10 16;49.89
2418;2023-10-10 17;30.89
2419;2023-10-10 18;27.17
2420;2023-10-10 19;23.42
2421;2023-10-10 20;24.11
2422;2023-10-10 21;24.05
2423;2023-10-10 22;22.35
2424;2023-10-10 23;28.41
2425;2023-10-11 00;31.01
2426;2023-10-11 01;32.78
2427;2023-10-11 02;39.81
2428;2023-10-11 03;27.32
2429;2023-10-11 04;30.08
2430;2023-10-11 05;38.09
2431;2023-10-11 06;37.79
2432;2023-10-11 07;31.64
2433;2023-10-11 08;38.24
2434;2023-10-11 09;35.68
2435;2023-10-11 10;29.6
2436;2023-10-11 11;29.9
2437;2023-10-11 12;35.37
2438;2023-10-11 13;67.96
2439;2023-10-11 14;67.47
2440;2023-10-11 15;38.86
2441;2023-10-11 16;34.12
2442;2023-10-11 17;29.16
2443;2023-10-11 18;28.7
2444;2023-10-11 19;23.36
2445;2023-10-11 20;23.645
2446;2023-10-11 21;23.93
2447;2023-10-11 22;20.42
2448;2023-10-11 23;17.84
2449;2023-10-12 00;19.52
2450;2023-10-12 01;29.61
2451;2023-10-12 02;35.35
2452;2023-10-12 03;30.99
2453;2023-10-12 04;34.55
2454;2023-10-12 05;36.86
2455;2023-10-12 06;45.95
2456;2023-10-12 07;52.57
2457;2023-10-12 08;46.13
2458;2023-10-12 09;46.78
2459;2023-10-12 10;45.11
2460;2023-10-12 11;33.51
2461;2023-10-12 12;38.05
2462;2023-10-12 13;51.63
2463;2023-10-12 14;59.37
2464;2023-10-12 15;71.21
2465;2023-10-12 16;66.78
2466;2023-10-12 17;54.17
2467;2023-10-12 18;42.05
2468;2023-10-12 19;37.8
2469;2023-10-12 20;37.57
2470;2023-10-12 21;33.53
2471;2023-10-12 22;29.91
2472;2023-10-12 23;28.68
2473;2023-10-13 00;26.89
2474;2023-10-13 01;26.87
2475;2023-10-13 02;26.52
2476;2023-10-13 03;35.81
2477;2023-10-13 04;44.71
2478;2023-10-13 05;35.31
2479;2023-10-13 06;33.97
2480;2023-10-13 07;48.02
2481;2023-10-13 08;51.2
2482;2023-10-13 09;49.72
2483;2023-10-13 10;60.52
2484;2023-10-13 11;109.3
2485;2023-10-13 12;49.75
2486;2023-10-13 13;52.41
2487;2023-10-13 14;49.34
2488;2023-10-13 15;54.84
2489;2023-10-13 16;50.75
2490;2023-10-13 17;46.26
2491;2023-10-13 18;36.47
2492;2023-10-13 19;31.28
2493;2023-10-13 20;34.84
2494;2023-10-13 21;26.84
2495;2023-10-13 22;23.96
2496;2023-10-13 23;26.08
2497;2023-10-14 00;26.2
2498;2023-10-14 01;25.46
2499;2023-10-14 02;29.79
2500;2023-10-14 03;42.73
2501;2023-10-14 04;65.45
2502;2023-10-14 05;45.25
2503;2023-10-14 06;31.6
2504;2023-10-14 07;40.21
2505;2023-10-14 08;39.72
2506;2023-10-14 09;36.86
2507;2023-10-14 10;37.15
2508;2023-10-14 11;42.51
2509;2023-10-14 12;50.46
2510;2023-10-14 13;55.11
2511;2023-10-14 14;54.69
2512;2023-10-14 15;60.17
2513;2023-10-14 16;46.6
2514;2023-10-14 17;36.59
2515;2023-10-14 18;34.56
2516;2023-10-14 19;25.01
2517;2023-10-14 20;24.88
2518;2023-10-14 21;22
2519;2023-10-14 22;23.15
2520;2023-10-14 23;30.19
2521;2023-10-15 00;39.41
2522;2023-10-15 01;37.45
2523;2023-10-15 02;39
2524;2023-10-15 03;37.22
2525;2023-10-15 04;33.79
2526;2023-10-15 05;29.25
2527;2023-10-15 06;27.23
2528;2023-10-15 07;25.02
2529;2023-10-15 08;28.36
2530;2023-10-15 09;33.95
2531;2023-10-15 10;43.22
2532;2023-10-15 11;47.68
2533;2023-10-15 12;53.92
2534;2023-10-15 13;63.23
2535;2023-10-15 14;51.03
2536;2023-10-15 15;43.46
2537;2023-10-15 16;37.25
2538;2023-10-15 17;41.44
2539;2023-10-15 18;39.42
2540;2023-10-15 19;30.9
2541;2023-10-15 20;26.4
2542;2023-10-15 21;24.45
2543;2023-10-15 22;22.47
2544;2023-10-15 23;24.67
2545;2023-10-16 00;35.2
2546;2023-10-16 01;36.96
2547;2023-10-16 02;39.1
2548;2023-10-16 03;42.71
2549;2023-10-16 04;42.24
2550;2023-10-16 05;43.71
2551;2023-10-16 06;39.2
2552;2023-10-16 07;39.78
2553;2023-10-16 08;37.63
2554;2023-10-16 09;39.3
2555;2023-10-16 10;36.98
2556;2023-10-16 11;44.59
2557;2023-10-16 12;43.96
2558;2023-10-16 13;37.75
2559;2023-10-16 14;44.55
2560;2023-10-16 15;49.94
2561;2023-10-16 16;42.55
2562;2023-10-16 17;35.82
2563;2023-10-16 18;28.89
2564;2023-10-16 19;28.26
2565;2023-10-16 20;25.71
2566;2023-10-16 21;20.19
2567;2023-10-16 22;19.78
2568;2023-10-16 23;20.3
2569;2023-10-17 00;22.36
2570;2023-10-17 01;29.15
2571;2023-10-17 02;38.96
2572;2023-10-17 03;35.9
2573;2023-10-17 04;31.12
2574;2023-10-17 05;36.68
2575;2023-10-17 06;39.74
2576;2023-10-17 07;33.22
2577;2023-10-17 08;31.8
2578;2023-10-17 09;28.96
2579;2023-10-17 10;29.55
2580;2023-10-17 11;28.85
2581;2023-10-17 12;28.77
2582;2023-10-17 13;33.42
2583;2023-10-17 14;34.99
2584;2023-10-17 15;32.32
2585;2023-10-17 16;34.87
2586;2023-10-17 17;33.95
2587;2023-10-17 18;33.31
2588;2023-10-17 19;32.48
2589;2023-10-17 20;30.17
2590;2023-10-17 21;29.26
2591;2023-10-17 22;27.59
2592;2023-10-17 23;26.55
2593;2023-10-18 00;26.62
2594;2023-10-18 01;33.97
2595;2023-10-18 02;39.13
2596;2023-10-18 03;36.24
2597;2023-10-18 04;33.49
2598;2023-10-18 05;31.42
2599;2023-10-18 06;29.8
2600;2023-10-18 07;26.76
2601;2023-10-18 08;25.04
2602;2023-10-18 09;31.21
2603;2023-10-18 10;29.43
2604;2023-10-18 11;27.52
2605;2023-10-18 12;28
2606;2023-10-18 13;29.58
2607;2023-10-18 14;30.65
2608;2023-10-18 15;31.62
2609;2023-10-18 16;33.49
2610;2023-10-18 17;23.37
2611;2023-10-18 18;22.08
2612;2023-10-18 19;21.02
2613;2023-10-18 20;15.86
2614;2023-10-18 21;13.28
2615;2023-10-18 22;11.99
2616;2023-10-18 23;10.7
2617;2023-10-19 00;14.63
2618;2023-10-19 01;16.58
2619;2023-10-19 02;19.19
2620;2023-10-19 03;17.94
2621;2023-10-19 04;17.37
2622;2023-10-19 05;17.16
2623;2023-10-19 06;14.73
2624;2023-10-19 07;14
2625;2023-10-19 08;13.61
2626;2023-10-19 09;14.47
2627;2023-10-19 10;15.24
2628;2023-10-19 11;13
2629;2023-10-19 12;11.08
2630;2023-10-19 13;9.16
2631;2023-10-19 14;12.01
2632;2023-10-19 15;10.7
2633;2023-10-19 16;10.62
2634;2023-10-19 17;9.17
2635;2023-10-19 18;8.23
2636;2023-10-19 19;8.99
2637;2023-10-19 20;8.26
2638;2023-10-19 21;6.86
2639;2023-10-19 22;6.983
2640;2023-10-19 23;11.78
2641;2023-10-20 00;15.57
2642;2023-10-20 01;20.3
2643;2023-10-20 02;18.81
2644;2023-10-20 03;17.75
2645;2023-10-20 04;17.21
2646;2023-10-20 05;16.77
2647;2023-10-20 06;13.44
2648;2023-10-20 07;10.63
2649;2023-10-20 08;7.755
2650;2023-10-20 09;7.478
2651;2023-10-20 10;6.963
2652;2023-10-20 11;7.185
2653;2023-10-20 12;7.623
2654;2023-10-20 13;7.663
2655;2023-10-20 14;6.697
2656;2023-10-20 15;6.113
2657;2023-10-20 16;8.47
2658;2023-10-20 17;11.28
2659;2023-10-20 18;10.16
2660;2023-10-20 19;8.78
2661;2023-10-20 20;9.2
2662;2023-10-20 21;11.48
2663;2023-10-20 22;16.45
2664;2023-10-20 23;16.24
2665;2023-10-21 00;15.1
2666;2023-10-21 01;15.53
2667;2023-10-21 02;16.8
2668;2023-10-21 03;14.65
2669;2023-10-21 04;13.96
2670;2023-10-21 05;11.32
2671;2023-10-21 06;10.01
2672;2023-10-21 07;9.37
2673;2023-10-21 08;6.207
2674;2023-10-21 09;5.49
2675;2023-10-21 10;5.668
2676;2023-10-21 11;6.623
2677;2023-10-21 12;8.19
2678;2023-10-21 13;9.98
2679;2023-10-21 14;12.82
2680;2023-10-21 15;16.38
2681;2023-10-21 16;14.63
2682;2023-10-21 17;9.71
2683;2023-10-21 18;9.25
2684;2023-10-21 19;9.12
2685;2023-10-21 20;9.03
2686;2023-10-21 21;8.08
2687;2023-10-21 22;7.96
2688;2023-10-21 23;10.51
2689;2023-10-22 00;14.68
2690;2023-10-22 01;16.03
2691;2023-10-22 02;17.99
2692;2023-10-22 03;20.22
2693;2023-10-22 04;20.84
2694;2023-10-22 05;21.07
2695;2023-10-22 06;20.59
2696;2023-10-22 07;15.97
2697;2023-10-22 08;13.91
2698;2023-10-22 09;11.6
2699;2023-10-22 10;6.587
2700;2023-10-22 11;5.118
2701;2023-10-22 12;5.085
2702;2023-10-22 13;5.28
2703;2023-10-22 14;6.492
2704;2023-10-22 15;9.5
2705;2023-10-22 16;10.73
2706;2023-10-22 17;9.72
2707;2023-10-22 18;9.87
2708;2023-10-22 19;9.29
2709;2023-10-22 20;7.793
2710;2023-10-22 21;7.512
2711;2023-10-22 22;8.37
2712;2023-10-22 23;7.26
2713;2023-10-23 00;6.6
2714;2023-10-23 01;7.018
2715;2023-10-23 02;8.86
2716;2023-10-23 03;10.89
2717;2023-10-23 04;10.34
2718;2023-10-23 05;11.01
2719;2023-10-23 06;13.85
2720;2023-10-23 07;15.09
2721;2023-10-23 08;15.43
2722;2023-10-23 09;14.38
2723;2023-10-23 10;13.31
2724;2023-10-23 11;14.09
2725;2023-10-23 12;14.51
2726;2023-10-23 13;13.85
2727;2023-10-23 14;16.15
2728;2023-10-23 15;17.31
2729;2023-10-23 16;23.905
